1724085560.1726;3.0550;1.0650;0.00891;0.689;2.595;3.513|
1724085560.5431;3.0850;1.0950;0.00084;0.661;2.609;3.439|
1724085560.6871;3.0950;1.0600;0.00355;0.647;2.576;3.480|
1724085560.8764;3.0850;1.0900;0.00832;0.699;2.576;3.476|
1724085560.9737;3.0950;1.0700;0.00921;0.680;2.558;3.490|
1724085561.0726;3.0900;1.1050;0.00896;0.713;2.572;3.462|
1724085561.1735;3.0750;1.0800;0.00581;0.684;2.590;3.480|
1724085561.2738;3.0550;1.0850;0.00783;0.703;2.604;3.494|
1724085561.3776;3.1100;1.0900;0.00252;0.661;2.572;3.443|
1724085561.4756;3.0650;1.0900;0.00615;0.699;2.600;3.476|
1724085561.5772;3.0900;1.0650;0.00511;0.661;2.576;3.485|
1724085561.6753;3.0650;1.0650;0.00834;0.684;2.586;3.504|
1724085561.7752;3.0700;1.0900;0.01053;0.713;2.581;3.485|
1724085561.8737;3.0700;1.1050;0.00238;0.689;2.614;3.447|
1724085561.9763;3.0700;1.0800;0.00300;0.670;2.604;3.471|
1724085562.0744;3.0250;1.0800;0.00086;0.675;2.661;3.476|
1724085562.1747;3.0500;1.0600;0.00829;0.684;2.600;3.518|
1724085562.2723;3.1000;1.0900;0.00451;0.675;2.572;3.457|
1724085562.3751;3.0750;1.0650;0.00686;0.675;2.581;3.494|
1724085562.4759;3.0700;1.0800;0.00624;0.684;2.590;3.485|
1724085562.5733;3.0850;1.0550;0.00418;0.647;2.581;3.494|
1724085562.6734;3.0700;1.0950;0.00747;0.703;2.590;3.476|
1724085562.7720;3.0800;1.0800;0.00803;0.689;2.576;3.485|
1724085562.8745;3.0600;1.0550;0.00473;0.661;2.600;3.504|
1724085562.9749;3.0600;1.0800;0.00306;0.675;2.614;3.476|
1724085563.0733;3.0600;1.0550;0.00369;0.656;2.604;3.499|
1724085563.1739;3.0600;1.1000;0.00064;0.675;2.637;3.443|
1724085563.2729;3.0550;1.0450;0.00657;0.661;2.595;3.522|
1724085563.3739;3.0900;1.0800;0.00380;0.666;2.581;3.466|
1724085563.4714;3.0750;1.0700;0.00883;0.684;2.576;3.499|
1724085563.5750;3.0800;1.0850;0.00673;0.689;2.581;3.476|
1724085563.6751;3.0700;1.1000;0.00058;0.670;2.628;3.438|
1724085563.7767;3.0400;1.0750;0.00370;0.684;2.628;3.490|
1724085563.8733;3.0950;1.0650;0.00394;0.652;2.572;3.476|
1724085563.9726;3.0400;1.0700;0.00396;0.680;2.628;3.499|
1724085564.0734;3.0300;1.0650;0.00394;0.680;2.633;3.504|
1724085564.1745;3.0450;1.0950;0.00092;0.680;2.647;3.457|
1724085564.2743;3.0700;1.0800;0.00021;0.647;2.628;3.447|
1724085564.3727;3.0500;1.0700;0.00421;0.675;2.614;3.494|
1724085564.4726;3.0750;1.1000;0.00421;0.694;2.600;3.457|
1724085564.5742;3.0700;1.0900;0.00056;0.661;2.623;3.443|
1724085564.6763;3.0900;1.0600;0.01054;0.675;2.558;3.508|
1724085564.7729;2.9800;1.0500;0.00243;0.684;2.689;3.537|
1724085564.8761;3.0550;1.1100;0.01006;0.736;2.604;3.476|
1724085564.9737;3.0550;1.0750;0.00001;0.638;2.651;3.452|
1724085565.0734;3.1250;1.0900;0.00724;0.680;2.543;3.457|
1724085565.1790;3.1150;1.1000;0.00494;0.684;2.562;3.443|
1724085565.2721;3.0450;1.1050;0.00485;0.713;2.628;3.471|
1724085565.3796;3.0050;1.0850;0.00165;0.694;2.675;3.490|
1724085565.4722;3.0750;1.0850;0.00306;0.675;2.600;3.462|
1724085565.5715;3.0750;1.0750;0.00295;0.666;2.600;3.471|
1724085565.6722;3.0500;1.0650;0.00237;0.661;2.623;3.490|
1724085565.7712;3.0600;1.0800;0.00598;0.689;2.604;3.490|
1724085565.8745;3.0800;1.0450;0.00929;0.661;2.567;3.522|
1724085565.9733;3.0700;1.0800;0.00967;0.699;2.581;3.494|
1724085566.0733;3.0600;1.0900;0.00261;0.680;2.618;3.466|
1724085566.1773;3.0350;1.0800;0.00609;0.699;2.623;3.499|
1724085566.2730;3.0500;1.0900;0.00323;0.689;2.623;3.471|
1724085566.3762;3.0750;1.0750;0.00567;0.675;2.586;3.485|
1724085566.4752;3.0900;1.0450;0.00781;0.652;2.562;3.513|
1724085566.5720;3.0700;1.0750;0.00625;0.680;2.590;3.490|
1724085566.6711;3.0700;1.0750;0.01236;0.703;2.572;3.504|
1724085566.7707;3.0600;1.0950;0.00387;0.694;2.614;3.466|
1724085566.8810;3.0050;1.1000;0.01360;0.760;2.637;3.513|
1724085566.9743;3.1150;1.0950;0.00560;0.680;2.558;3.452|
1724085567.0735;3.0850;1.0900;0.00435;0.680;2.586;3.462|
1724085567.1739;3.0600;1.0800;0.01801;0.727;2.572;3.518|
1724085567.2751;3.1000;1.0800;0.00978;0.689;2.553;3.480|
1724085567.3715;3.0800;1.0850;0.00631;0.689;2.586;3.476|
1724085567.4725;3.0850;1.0600;0.00583;0.661;2.576;3.494|
1724085567.5726;3.1100;1.0800;0.00579;0.670;2.558;3.466|
1724085567.6739;3.0400;1.0900;0.00461;0.703;2.628;3.480|
1724085567.7739;3.0700;1.0700;0.01109;0.694;2.576;3.508|
1724085567.8732;3.0550;1.0350;0.01095;0.670;2.581;3.541|
1724085567.9744;3.0400;1.1000;0.00592;0.717;2.628;3.480|
1724085568.0724;3.0750;1.0750;0.02056;0.722;2.553;3.522|
1724085568.1750;3.0350;1.1050;0.00054;0.689;2.661;3.447|
1724085568.2737;3.0900;1.1000;0.00363;0.684;2.586;3.447|
1724085568.3738;3.0250;1.0700;0.00402;0.689;2.642;3.504|
1724085568.4729;3.0450;1.1150;0.00500;0.722;2.628;3.462|
1724085568.5719;3.1100;1.0850;0.00202;0.656;2.576;3.443|
1724085568.6739;3.0750;1.0800;0.01074;0.703;2.576;3.494|
1724085568.7796;3.0750;1.0850;0.00330;0.675;2.600;3.466|
1724085568.8728;3.0950;1.0750;0.00879;0.684;2.562;3.485|
1724085568.9762;3.1000;1.0850;0.00382;0.670;2.576;3.457|
1724085569.0752;3.0950;1.0800;0.00514;0.670;2.572;3.471|
1724085569.1712;3.0650;1.0950;0.00395;0.694;2.609;3.462|
1724085569.2729;3.0850;1.0950;0.00448;0.689;2.590;3.457|
1724085569.3763;3.1200;1.0800;0.00903;0.680;2.539;3.471|
1724085569.4713;3.0650;1.0800;0.00541;0.684;2.600;3.485|
1724085569.5762;3.1100;1.1100;0.00683;0.703;2.562;3.443|
1724085569.6753;3.0550;1.1150;0.00184;0.703;2.633;3.438|
1724085569.7766;3.0500;1.0950;0.00238;0.689;2.633;3.466|
1724085569.8708;3.0950;1.0900;0.00168;0.661;2.590;3.443|
1724085569.9736;3.0550;1.1050;0.00198;0.694;2.633;3.452|
1724085570.0792;3.0600;1.1050;0.00283;0.699;2.623;3.452|
1724085570.1731;3.0300;1.0250;0.00764;0.661;2.614;3.555|
1724085570.4719;3.0550;1.0450;0.01244;0.684;2.581;3.537|
