1724084325.8526;3.1150;1.1050;0.00455;0.684;2.562;3.438|
1724084326.3234;3.0900;1.1050;0.00297;0.689;2.595;3.439|
1724084326.4730;3.1150;1.0900;0.00775;0.684;2.548;3.462|
1724084326.5837;3.0550;1.1050;0.00053;0.680;2.642;3.438|
1724084326.6711;3.1000;1.1100;0.00571;0.703;2.576;3.443|
1724084326.7710;3.0650;1.1000;0.00145;0.680;2.623;3.447|
1724084326.9099;3.0950;1.1350;0.00618;0.727;2.581;3.425|
1724084326.9738;3.0500;1.1150;0.00218;0.708;2.637;3.443|
1724084327.0743;3.0800;1.1350;0.00246;0.717;2.614;3.415|
1724084327.1725;3.1000;1.1000;0.00223;0.675;2.586;3.434|
1724084327.2715;3.0400;1.1050;0.00257;0.703;2.642;3.462|
1724084327.3743;3.0350;1.1300;0.00568;0.745;2.637;3.452|
1724084327.4718;3.1100;1.1200;0.00747;0.713;2.562;3.438|
1724084327.5733;3.0500;1.0950;0.00014;0.666;2.651;3.443|
1724084327.6723;3.1100;1.1200;0.00838;0.717;2.558;3.439|
1724084327.7717;3.0700;1.1300;0.00366;0.722;2.614;3.429|
1724084327.8734;3.0900;1.1000;0.00285;0.680;2.590;3.443|
1724084327.9736;3.0150;1.1000;0.00488;0.722;2.651;3.485|
1724084328.0727;3.0400;1.1400;0.00298;0.736;2.647;3.434|
1724084328.1745;3.1150;1.0950;0.00204;0.661;2.572;3.434|
1724084328.2729;3.1050;1.1000;0.00170;0.670;2.586;3.429|
1724084328.3735;3.0550;1.0750;0.00361;0.675;2.614;3.485|
1724084328.4763;3.0750;1.1250;0.00620;0.727;2.600;3.443|
1724084328.5732;3.0800;1.1000;0.00072;0.666;2.614;3.434|
1724084328.6709;3.0400;1.1350;0.00170;0.727;2.656;3.429|
1724084328.7742;3.1150;1.1050;0.00586;0.694;2.558;3.439|
1724084328.8730;3.0750;1.0900;0.00318;0.680;2.604;3.462|
1724084328.9722;3.0900;1.1000;0.00285;0.680;2.590;3.443|
1724084329.0727;3.1000;1.1500;0.01083;0.755;2.567;3.425|
1724084329.1733;3.0500;1.0550;0.00596;0.670;2.604;3.513|
1724084329.2733;3.1100;1.1100;0.00923;0.713;2.553;3.447|
1724084329.3702;3.1000;1.1050;0.01038;0.713;2.558;3.462|
1724084329.4727;3.0700;1.1050;0.01576;0.741;2.572;3.485|
1724084329.5724;3.0600;1.0850;0.00408;0.684;2.609;3.476|
1724084329.6701;3.1200;1.0950;0.00363;0.670;2.558;3.438|
1724084329.7720;3.0450;1.1000;0.00014;0.670;2.656;3.443|
1724084329.8724;3.0400;1.0750;0.01101;0.713;2.604;3.513|
1724084329.9724;4.8150;0.5500;1.36993;0.661;0.000;3.471|
1724084330.0734;3.0050;1.0800;0.00903;0.727;2.642;3.518|
1724084330.1705;3.0800;1.0850;0.00090;0.656;2.609;3.447|
1724084330.2716;3.0500;1.0800;0.00289;0.680;2.623;3.476|
1724084330.3730;3.0950;1.1200;0.00337;0.699;2.590;3.429|
1724084330.4786;3.0750;1.0650;0.00278;0.656;2.600;3.480|
1724084330.5727;3.0200;1.0750;0.00222;0.684;2.656;3.494|
1724084330.6725;3.1050;1.1000;0.00191;0.670;2.581;3.429|
1724084330.7708;3.0200;1.0850;0.01122;0.731;2.623;3.513|
1724084330.8702;3.0850;1.1300;0.01000;0.741;2.581;3.447|
1724084330.9715;3.0450;1.1200;0.00392;0.722;2.633;3.452|
1724084331.0720;3.0500;1.0950;0.00046;0.670;2.647;3.452|
1724084331.1712;3.1050;1.1050;0.00151;0.670;2.586;3.425|
1724084331.2698;3.0950;1.1200;0.00717;0.717;2.576;3.443|
1724084331.3697;3.0050;1.0900;0.01499;0.750;2.628;3.527|
1724084331.4706;3.0550;1.0900;0.00122;0.675;2.633;3.457|
1724084331.5705;3.0150;1.0800;0.00485;0.703;2.647;3.504|
1724084331.6719;3.0300;1.1200;0.00519;0.736;2.642;3.462|
1724084331.7725;3.0400;1.0900;0.00186;0.684;2.642;3.471|
1724084331.8733;3.0050;1.0600;0.00265;0.680;2.665;3.518|
1724084331.9710;3.0800;1.0550;0.01239;0.680;2.558;3.518|
1724084332.0715;3.0550;1.1150;0.00167;0.699;2.637;3.443|
1724084332.1712;3.0700;1.1250;0.00539;0.722;2.604;3.443|
1724084332.2720;3.1000;1.0850;0.00797;0.689;2.562;3.471|
1724084332.3706;3.0400;1.1200;0.01080;0.750;2.614;3.476|
1724084332.4713;3.0450;1.1050;0.00372;0.708;2.633;3.466|
1724084332.5726;3.0350;1.0600;0.00375;0.670;2.628;3.508|
1724084332.6762;3.0700;1.1050;0.00271;0.694;2.614;3.447|
1724084332.7703;3.0250;1.1150;0.01018;0.750;2.628;3.485|
1724084332.8729;3.0800;1.0700;0.00445;0.666;2.586;3.480|
1724084332.9731;3.1000;1.0900;0.00091;0.652;2.590;3.434|
1724084333.0723;3.0450;1.1150;0.00020;0.689;2.661;3.429|
1724084333.1714;3.1000;1.1250;0.00552;0.713;2.576;3.429|
1724084333.2701;3.1550;1.1000;0.00815;0.684;2.515;3.438|
1724084333.3702;3.0400;1.0850;0.00345;0.689;2.633;3.485|
1724084333.4718;3.0900;1.1050;0.00391;0.694;2.590;3.443|
1724084333.5712;3.0350;1.0900;0.00679;0.713;2.623;3.490|
1724084333.6744;3.1100;1.1050;0.00542;0.689;2.562;3.443|
1724084333.7713;3.1000;1.1300;0.01035;0.736;2.567;3.443|
1724084333.8737;3.1000;1.1050;0.00227;0.680;2.586;3.429|
1724084333.9732;3.0500;1.0900;0.00233;0.684;2.628;3.466|
1724084334.0712;3.0750;1.0950;0.00087;0.666;2.618;3.443|
1724084334.1715;3.0750;1.1350;0.00553;0.731;2.604;3.434|
1724084334.2729;3.0250;1.1000;0.00561;0.722;2.642;3.485|
1724084334.3734;3.1000;1.1250;0.01066;0.731;2.562;3.447|
1724084334.4724;3.0800;1.1050;0.00538;0.703;2.590;3.452|
1724084334.5758;3.0550;1.0700;0.00965;0.699;2.595;3.508|
1724084334.6731;3.0600;1.1450;0.00764;0.755;2.614;3.439|
1724084334.7708;3.0900;1.0950;0.00100;0.661;2.604;3.439|
1724084334.8737;3.0850;1.1250;0.00616;0.722;2.590;3.439|
1724084334.9757;3.0550;1.0800;0.00283;0.675;2.618;3.476|
1724084335.0706;3.0750;1.0800;0.00395;0.675;2.595;3.471|
1724084335.1752;3.0750;1.0850;0.00150;0.661;2.609;3.457|
1724084335.2734;3.0650;1.1200;0.00265;0.708;2.623;3.438|
1724084335.3721;3.0600;1.0650;0.00070;0.642;2.628;3.476|
1724084335.4746;3.0500;1.0750;0.00440;0.684;2.618;3.490|
1724084335.5730;3.1100;1.1000;0.00424;0.680;2.567;3.443|
1724084335.6721;3.0750;1.0950;0.00317;0.684;2.604;3.457|
1724084335.7755;3.0850;1.1000;0.00493;0.694;2.590;3.457|
1724084335.8736;3.0400;1.0550;0.00200;0.656;2.633;3.499|
1724084335.9727;3.0950;1.1300;0.00983;0.736;2.572;3.443|
1724084336.0747;3.0100;1.1000;0.00698;0.736;2.651;3.494|
1724084336.1722;3.1050;1.0900;0.01008;0.699;2.553;3.471|
1724084336.2752;3.0850;1.0700;0.00825;0.680;2.572;3.494|
1724084336.3741;3.1350;1.1200;0.00798;0.708;2.539;3.429|
1724084336.4773;3.0600;1.1050;0.00021;0.670;2.642;3.434|
1724084336.5734;3.0850;1.1000;0.00231;0.680;2.600;3.443|
1724084336.6726;3.0650;1.0700;0.00893;0.689;2.586;3.504|
1724084336.7727;3.1250;1.1200;0.00684;0.708;2.548;3.425|
1724084336.8746;3.0500;1.1150;0.00090;0.694;2.647;3.439|
1724084336.9740;3.0550;1.0950;0.00104;0.675;2.633;3.452|
1724084337.0754;3.0900;1.0950;0.00178;0.670;2.595;3.439|
1724084337.1830;3.0900;1.0700;0.00335;0.656;2.581;3.471|
1724084337.2808;3.0650;1.1100;0.00736;0.722;2.600;3.462|
1724084337.3735;3.0700;1.1000;0.00266;0.689;2.614;3.452|
1724084337.4748;3.0650;1.1250;0.00801;0.736;2.600;3.452|
1724084337.5731;3.0800;1.1500;0.00389;0.736;2.609;3.411|
1724084337.6719;3.0250;1.1100;0.00217;0.713;2.661;3.462|
1724084337.7734;3.0900;1.1300;0.00852;0.736;2.581;3.439|
1724084337.8705;3.1300;1.1100;0.00785;0.699;2.539;3.438|
1724084337.9713;3.1150;1.0550;0.01201;0.666;2.529;3.504|
1724084338.0737;3.1000;1.1150;0.00610;0.708;2.572;3.438|
1724084338.1757;3.0350;1.0950;0.00029;0.675;2.661;3.452|
1724084338.2744;3.0150;1.0650;0.01634;0.731;2.614;3.546|
1724084338.3785;2.9350;1.0850;0.01199;0.778;2.703;3.555|
1724084338.4716;3.0100;1.0850;0.00424;0.708;2.656;3.499|
1724084338.5744;2.9500;1.0550;0.01130;0.741;2.684;3.574|
1724084338.6802;2.9700;1.1050;0.01058;0.769;2.675;3.518|
1724084338.7750;3.0700;1.0900;0.01538;0.727;2.572;3.499|
1724084338.8768;3.0400;1.1300;0.00372;0.731;2.642;3.447|
1724084338.9758;3.1150;1.0400;0.01277;0.656;2.525;3.518|
1724084339.0725;3.0600;1.1100;0.00794;0.727;2.604;3.466|
1724084339.1741;3.0150;1.0600;0.00526;0.689;2.642;3.522|
1724084339.2730;3.0850;1.1050;0.00188;0.680;2.604;3.438|
1724084339.3715;3.0800;1.0950;0.00312;0.680;2.600;3.457|
1724084339.4742;3.0900;1.0500;0.01286;0.675;2.548;3.518|
1724084339.5740;3.1350;1.0850;0.00182;0.647;2.553;3.429|
1724084339.6726;3.1000;1.1000;0.00399;0.684;2.576;3.443|
1724084339.7715;3.1500;1.0900;0.00332;0.656;2.534;3.429|
1724084339.8726;3.1150;1.1150;0.00066;0.666;2.586;3.406|
1724084339.9730;3.1650;1.0950;0.00237;0.652;2.525;3.411|
1724084340.0729;3.1900;1.0800;0.00456;0.642;2.487;3.425|
1724084340.1734;3.1700;1.1000;0.00602;0.670;2.506;3.425|
1724084340.2726;3.1200;1.0700;0.01228;0.680;2.529;3.490|
1724084340.3822;3.1600;1.0850;0.00417;0.652;2.520;3.434|
1724084340.4741;3.1550;1.0900;0.00324;0.652;2.525;3.425|
1724084340.5721;3.1350;1.0950;0.00212;0.656;2.553;3.425|
1724084340.6720;3.1250;1.1000;0.00203;0.661;2.562;3.425|
1724084340.7733;3.0900;1.0900;0.00092;0.656;2.600;3.439|
1724084340.8718;3.0800;1.1050;0.00001;0.656;2.633;3.415|
1724084340.9738;3.0850;1.1100;0.00011;0.652;2.633;3.401|
1724084341.0716;3.0750;1.1050;0.00003;0.652;2.637;3.415|
1724084341.1725;3.0500;1.1250;0.00001;0.684;2.665;3.415|
1724084341.2736;3.0950;1.1300;0.00120;0.694;2.604;3.406|
1724084341.3735;3.0300;1.1600;0.00001;0.727;2.689;3.392|
1724084341.4727;3.0550;1.1450;0.00093;0.722;2.647;3.406|
1724084341.5734;3.0700;1.1750;0.00024;0.713;2.665;3.350|
1724084341.6730;3.1250;1.1950;0.00004;0.727;2.604;3.317|
1724084341.7725;3.1000;1.2200;0.00064;0.774;2.628;3.317|
1724084341.8736;3.1300;1.2100;0.00402;0.778;2.576;3.335|
1724084341.9741;3.1400;1.2100;0.01384;0.811;2.543;3.364|
