1724078712.3505;2.9600;1.1050;0.00894;0.769;2.689;3.518|
1724078713.6632;3.0450;1.1200;0.00680;0.736;2.623;3.462|
1724078713.7567;2.9100;1.1150;0.01213;0.816;2.731;3.541|
1724078715.7112;3.0200;1.0950;0.00370;0.708;2.651;3.485|
1724078716.2430;2.9600;1.1450;0.00237;0.774;2.726;3.462|
1724078716.4562;2.9300;1.0800;0.00903;0.764;2.712;3.555|
1724078716.5547;2.9650;1.1500;0.01235;0.816;2.689;3.490|
1724078716.7573;4.7400;1.8700;9.18533;0.731;0.000;0.000|
1724078717.0622;3.2100;0.7400;0.17975;0.000;2.665;3.443|
1724078717.1639;3.0200;1.0800;0.01121;0.727;2.623;3.518|
1724078717.2534;2.9850;1.1200;0.00522;0.755;2.684;3.485|
1724078717.3537;2.9500;1.1050;0.01101;0.783;2.694;3.527|
1724078717.4566;3.0350;1.0900;0.01513;0.741;2.604;3.513|
1724078717.5570;4.8700;0.5500;1.18935;0.774;0.000;3.476|
1724078717.6553;3.0350;1.0850;0.00534;0.703;2.628;3.490|
1724078717.7577;2.9950;1.0750;0.00206;0.694;2.679;3.504|
1724078717.8561;3.0100;1.1250;0.00141;0.727;2.684;3.452|
1724078718.0628;3.0000;1.1100;0.00327;0.731;2.679;3.480|
1724078718.2597;3.0000;1.0900;0.00174;0.703;2.679;3.485|
1724078718.3652;3.0100;1.1400;0.00177;0.741;2.684;3.443|
1724078718.4579;3.0350;1.1050;0.01000;0.736;2.618;3.490|
1724078718.5579;3.0250;1.0900;0.01624;0.745;2.609;3.522|
1724078718.6584;3.0150;1.0700;0.00195;0.680;2.661;3.499|
1724078718.7622;3.0050;1.0850;0.00147;0.694;2.675;3.485|
1724078718.8560;3.0250;1.1050;0.00994;0.741;2.628;3.494|
1724078718.9583;3.0150;1.1100;0.00494;0.731;2.656;3.480|
1724078719.0552;2.9800;1.0850;0.00144;0.708;2.703;3.499|
1724078719.1529;3.0750;1.1150;0.00471;0.708;2.600;3.447|
1724078719.2552;3.0450;1.1050;0.00982;0.731;2.609;3.485|
1724078719.3544;3.0100;1.1400;0.00277;0.750;2.679;3.447|
1724078719.4583;2.9900;1.1500;0.01073;0.802;2.670;3.471|
1724078719.7629;3.0250;1.0900;0.00515;0.713;2.642;3.490|
1724078719.8625;3.0000;1.1150;0.00312;0.736;2.679;3.471|
1724078719.9607;3.0100;1.1200;0.00598;0.745;2.656;3.476|
1724078720.0553;2.9900;1.0900;0.01314;0.755;2.647;3.527|
1724078720.1523;3.0500;1.1050;0.00486;0.713;2.623;3.466|
1724078720.2615;3.0300;1.1050;0.00945;0.736;2.623;3.490|
1724078720.3572;3.0100;1.1150;0.01256;0.764;2.637;3.499|
1724078720.4561;2.9350;1.1150;0.01062;0.797;2.712;3.527|
1724078720.5661;3.0350;1.0950;0.00369;0.703;2.637;3.476|
1724078720.6574;3.0400;1.1150;0.00462;0.722;2.633;3.462|
1724078720.7556;3.0750;1.1100;0.00596;0.713;2.595;3.452|
1724078720.8549;3.0350;1.1050;0.00209;0.703;2.651;3.462|
1724078720.9562;3.0300;1.1200;0.00135;0.713;2.661;3.443|
1724078721.0622;3.0050;1.0750;0.00880;0.722;2.642;3.522|
